Indid	Sex	Ybirth	Fatid	Motid
42773	m	1980	9499	9500
42774	f	1940	9501	9502
42775	f	1941	9501	9502
42776	m	1943	9501	9502
42777	f	1947	9501	9502
42778	m	1948	9501	9502
42779	m	1952	9501	9502
42780	f	1959	9503	9504
42781	f	1962	9503	9504
42782	m	1965	9503	9504
42783	f	1922	9505	9506
42784	f	1977	9507	9508
42785	m	1973	9509	9510
42786	m	1976	9509	9510
42787	f	1976	9511	9512
42788	m	1978	9511	9512
42789	m	1969	9513	9514
42790	f	1971	9515	9516
42791	f	1976	9515	9516
42792	f	1873	11492	11493
42793	m	1877	11492	11493
42794	m	1878	11492	11493
42795	m	1879	11492	11493
42796	f	1881	11492	11493
42797	f	1882	11492	11493
42799	m	1887	11492	11493
42800	m	1973	9517	9518
42801	f	1976	9517	9518
42802	f	1971	9519	9520
42803	m	1977	9519	9520
42804	m	1937	9521	9522
42805	m	1939	9521	9522
42806	m	1939	9521	9522
42807	f	1940	9521	9522
42808	m	1941	9521	9522
42809	m	1943	9521	9522
42810	m	1945	9521	9522
42811	f	1920	9525	9524
42812	m	1923	9525	9524
42813	m	1999	9525	9526
42814	m	2001	9525	9526
42815	m	1973	9527	9528
42816	m	1975	9527	9528
42817	m	1980	9533	9528
42818	m	1982	9533	9528
42819	m	1962	9536	9537
42820	f	1964	9536	9537
42822	f	1968	9536	9537
42823	f	1950	9538	9539
42824	m	1953	9538	9539
42825	m	1956	9538	9539
42826	m	1979	9540	9541
42827	m	1981	9540	9541
42828	f	1985	9540	9541
42829	m	1986	9542	9543
42830	f	1988	9542	9543
42831	f	1984	9544	9545
42832	f	1968	9549	9550
42833	f	1970	9549	9550
42834	f	1972	9549	9550
42835	m	1935	9551	9552
42836	m	1937	9551	9552
42837	m	1939	9551	9552
42838	m	1940	9551	9552
42839	m	1941	9551	9552
42840	m	1943	9551	9552
42841	m	1945	9551	9552
42842	f	1947	9551	9552
42843	m	1984	9553	9554
42844	f	1986	9553	9554
42846	f	1976	9558	9559
42847	f	1978	9558	9559
42848	m	1980	9558	9559
42849	m	1982	9558	9559
42850	f	1982	9560	9561
42851	m	1984	9560	9561
42852	f	1960	9562	9563
42853	f	1963	9562	9563
42854	f	1965	9562	9563
42856	m	1977	9566	9567
42857	m	1983	9568	9569
42858	m	1984	9568	9569
42859	f	1986	9570	9571
42860	f	1983	9572	9573
42861	f	1974	9574	9575
42862	m	1976	9574	9575
42863	f	1977	9574	9575
42864	m	1982	9574	9575
42865	m	1976	9576	9577
42866	f	1980	9576	9577
42867	f	1942	9578	9579
42868	m	1944	9578	9579
42869	f	1945	9578	9579
42870	f	1948	9578	9579
42871	f	1950	9578	9579
42872	f	1952	9578	9579
42873	m	1972	9580	9581
42874	m	1973	9580	9581
42875	m	1976	9580	9581
42876	f	1977	9580	9581
42877	m	1979	9582	9583
42878	f	1965	9584	9585
42879	f	1973	9584	9585
42880	f	1975	9584	9585
42881	f	1994	9586	9587
42882	m	1990	9588	9589
42883	f	1992	9588	9589
42884	m	1994	9588	9589
42885	f	1978	9592	9593
42886	f	1982	9594	9595
42887	m	1984	9594	9595
42888	m	2006	9596	9597
42889	f	1981	9598	9599
42891	m	1977	9600	9601
42892	f	1979	9600	9601
42893	m	1981	9600	9601
42894	m	1955	9603	9604
42895	f	1957	9603	9604
42896	f	1959	9603	9604
42897	m	1961	9603	9604
42898	f	1963	9603	9604
42899	f	1978	9605	9606
42900	f	1980	9605	9606
42901	f	1982	9605	9606
42902	m	1980	9611	9612
42903	f	1982	9611	9612
42904	m	1984	9613	9614
42905	m	1986	9613	9614
42906	m	1966	9615	9616
42907	m	1971	9615	9616
42908	f	1973	9615	9616
42909	m	1975	9615	9616
42910	f	1782	9621	9622
42911	f	1783	9621	9622
42912	m	1784	9621	9622
42913	f	1786	9621	9622
42914	m	1788	9621	9622
42915	m	1790	9621	9622
42916	m	2001	9623	9624
42917	f	1935	9627	9628
42918	m	1937	9627	9628
42919	m	1942	9631	9632
42920	f	1946	9631	9632
42921	f	1948	9631	9632
42922	f	1941	9635	9636
42923	m	1942	9635	9636
42924	f	1952	9635	9636
42925	f	1895	9637	9638
42926	f	1935	9641	9642
42927	m	1939	9641	9642
42928	f	1941	9641	9642
42929	m	1930	9643	9644
42930	m	1933	9643	9644
42931	m	1936	9643	9644
42932	f	1939	9643	9644
42933	f	1935	9645	9646
42934	m	1934	9647	9648
42935	f	1938	9647	9648
42936	f	1942	9647	9648
42937	m	1948	9647	9648
42938	m	1950	9647	9648
42939	m	1952	9647	9648
42940	m	1955	9647	9648
42941	f	1951	9654	9655
42942	f	1953	9654	9655
42943	m	1955	9654	9655
42944	f	1957	9654	9655
42945	f	1959	9654	9655
42946	f	1930	9656	9657
42947	f	1949	9658	9659
42948	m	1950	9658	9659
42949	m	1951	9658	9659
42950	f	1952	9658	9659
42951	m	1953	9658	9659
42952	m	1955	9658	9659
42953	f	1958	9658	9659
42954	m	1959	9658	9659
42955	f	1960	9658	9659
42956	m	1963	9658	9659
42957	m	1963	9658	9659
42958	m	1943	9660	9661
42959	f	1948	9660	9661
42960	f	1894	9662	9663
42961	m	1896	9662	9663
42962	f	1897	9662	9663
42963	f	1898	9662	9663
42964	m	1909	9662	9663
42965	m	1949	9666	9667
42966	m	1951	9666	9667
42968	f	1862	11502	11503
42970	m	1896	11504	11505
42972	m	1979	11502	11503
42973	f	1882	11502	11503
42974	m	1905	11500	11501
42975	f	1907	11500	11501
42976	m	1909	11500	11501
42977	m	1945	9668	9669
42980	f	1951	9668	9669
42981	f	1953	9668	9669
42982	f	1999	9670	9671
42983	f	2001	9670	9671
42984	f	1987	9674	9675
42985	m	2001	11290	9675
42986	m	1995	9676	9677
42987	f	1998	9676	9677
42988	f	1786	9678	9679
42990	m	1928	9682	9683
42992	m	1953	9682	9683
42993	f	1952	9687	9686
42994	m	1954	9687	9686
42995	f	1957	9687	9686
42996	f	1963	9687	9686
42997	m	1949	9689	9690
42998	f	1952	9689	9690
42999	f	1954	9689	9690
43000	f	1957	9689	9690
43001	f	1959	9689	9690
43002	m	1961	9689	9690
43003	f	1964	9689	9690
43004	f	1969	9691	9692
43005	m	1972	9691	9692
43006	m	1969	9694	9695
43007	m	1971	9694	9695
43008	m	1973	9694	9695
43009	f	1980	9694	9695
43010	f	1955	9697	9698
43011	f	1959	9697	9698
43012	f	1962	9697	9698
43013	f	1963	9697	9698
43014	m	1941	9699	9700
43015	f	1935	9701	9702
43016	f	1937	9701	9702
43017	f	1958	9705	9706
43018	m	1962	9705	9706
43019	m	1964	9705	9706
43020	m	1966	9705	9706
43021	f	1968	9705	9706
43022	f	1970	9705	9706
43023	f	1971	9707	9708
43024	m	1973	9707	9708
43025	f	1977	9707	9708
43026	f	1978	9707	9708
43027	m	1975	9709	9710
43028	f	1979	9709	9710
43029	f	1982	9711	9712
43030	f	1974	.	9712
43031	f	1978	9713	9714
43032	f	1980	9713	9714
43033	f	1941	9715	9716
43034	m	1944	9715	9716
43035	m	1950	9715	9716
43036	f	1943	9717	9718
43037	m	1952	9717	9718
43038	f	1939	9719	9720
43039	f	1941	9719	9720
43040	f	1985	9723	9724
43041	m	1987	9723	9724
43042	m	1987	9723	9724
43043	m	1982	.	9726
43044	m	1986	9725	9726
43045	m	1988	9725	9726
43046	m	1999	9727	9728
43047	m	1957	9729	9730
43048	f	1959	9729	9730
43049	m	1961	9729	9730
43050	f	1965	9733	9734
43051	m	1929	9740	9741
43052	m	1931	9740	9741
43053	f	1933	9740	9741
43054	f	1936	9740	9741
43055	m	1939	9742	9743
43056	f	1942	9742	9743
43057	m	1948	9742	9743
43058	m	1950	9742	9743
43059	m	1948	9746	9747
43060	f	1949	9746	9747
43061	f	1951	9746	9747
43062	m	1916	9748	9749
43063	f	1917	9748	9749
43064	m	1919	9748	9749
43065	m	1920	9748	9749
43066	f	1924	9748	9749
43067	f	1930	9754	9755
43068	m	1932	9754	9755
43069	m	1929	11508	11509
43070	m	1940	11508	11509
43071	f	1946	11508	11509
43072	m	1929	9762	9763
43073	f	1984	9764	9765
43074	m	1986	9764	9765
43075	m	1991	9764	9765
43076	m	1963	9766	9767
43077	f	1965	9766	9767
43078	f	1968	9766	9767
43079	f	1915	9775	9776
43080	f	1920	9775	9776
43081	m	1924	9775	9776
43082	f	1897	9779	9780
43083	m	1905	9779	9780
43084	f	1903	9779	9780
43085	f	1907	9779	9780
43086	m	1909	9779	9780
43087	m	1929	9783	9784
43088	m	1931	9783	9784
43089	m	1929	9789	9790
43090	f	1922	9793	9794
43091	f	1924	9793	9794
43092	m	1926	9793	9794
43093	m	1931	9793	9794
43094	m	1990	9797	9798
43095	m	1992	9797	9798
43096	f	1994	9797	9798
43097	f	1918	9799	9800
43098	f	1920	9799	9800
43099	m	1922	9799	9800
43100	m	1924	9799	9800
43101	m	1899	9801	9802
43103	f	1905	9801	9802
43104	m	1907	9801	9802
43105	f	1909	9801	9802
43106	m	1912	9801	9802
43107	m	1871	450	723
43108	f	1873	450	723
43109	m	1876	450	723
43110	f	1878	450	723
43112	m	1920	9809	9810
43113	f	1925	9809	9810
43114	m	1976	9813	9814
43115	f	1973	9813	9814
43116	f	1825	357	9825
43117	m	1827	357	9825
43118	m	1833	357	9825
43119	f	1840	357	9825
43120	m	1958	9828	9829
43121	m	1961	9828	9829
43122	m	1962	9828	9829
43123	f	1964	9828	9829
43124	m	1966	9828	9829
43125	f	1948	9832	9833
43126	f	1949	9832	9833
43127	f	1951	9832	9833
43128	m	1954	9832	9833
43130	f	1959	9832	9833
43131	m	1964	9832	9833
43132	f	1944	9834	9835
43133	f	1946	9834	9835
43134	m	1944	9848	9849
43135	f	1949	9848	9849
43136	f	1951	9848	9849
43137	f	1954	9848	9849
43138	f	1944	9850	9851
43139	m	1947	9850	9851
43140	f	1951	9850	9851
43141	f	1947	9852	9853
43142	m	1949	9852	9853
43143	m	1951	9852	9853
43144	f	1954	9852	9853
43145	f	1941	9854	9855
43146	m	1947	9854	9855
43147	m	1960	9856	9857
43148	f	1961	9856	9857
43149	m	1970	9858	9859
43150	m	1930	9860	9861
43151	m	1909	9866	9867
43152	f	1984	9878	9879
43153	m	1986	9878	9879
43154	m	1988	9878	9879
43155	m	1815	11522	11523
43156	m	1818	11522	11523
43157	m	1821	11522	11523
43158	m	1825	11522	11523
43159	m	1860	9880	9881
43160	f	1863	9880	9881
43161	f	1865	9880	9881
43162	f	1870	9880	9881
43163	f	1875	9880	9881
43164	f	1831	11522	11523
43165	m	1834	11522	11523
43166	f	1913	9882	9883
43167	m	1914	9882	9883
43168	m	1919	9882	9883
43170	m	1930	9882	9883
43171	f	1933	9882	9883
43172	m	1941	9884	9885
43173	m	1943	9884	9885
43174	f	1944	9884	9885
43175	m	1942	9886	9887
43176	f	1950	9886	9887
43177	f	1952	9886	9887
43178	m	1954	9886	9887
43179	m	1956	9886	9887
43180	f	1946	9888	9889
43181	f	1953	9888	9889
43182	f	1954	9888	9889
43183	m	1958	9888	9889
43184	m	1967	9888	9889
43185	m	1950	9890	9891
43186	m	1953	9890	9891
43187	f	1953	9890	9891
43188	f	1956	9890	9891
43189	f	1957	9890	9891
43190	m	1959	9890	9891
43191	f	1961	9890	9891
43192	m	1962	9890	9891
43193	m	1964	9890	9891
43194	f	1967	9890	9891
43195	m	1959	9892	9893
43196	m	1960	9892	9893
43197	f	1962	9892	9893
43198	m	1965	9892	9893
43199	m	1958	9894	9895
43200	f	1959	9894	9895
43201	m	1960	9894	9895
43202	f	1961	9894	9895
43203	f	1963	9894	9895
43204	f	1964	9894	9895
43205	m	1965	9894	9895
43206	m	1966	9894	9895
43207	m	1970	9894	9895
43208	m	1971	9894	9895
43209	m	1973	9894	9895
43210	m	1954	9896	9897
43211	m	1955	9896	9897
43212	f	1958	9896	9897
43213	f	1962	9896	9897
43214	m	1963	9898	9899
43215	m	1965	9898	9899
43216	m	1966	9898	9899
43217	f	1943	9900	9901
43218	f	1957	9900	9901
43219	f	1962	9900	9901
43220	m	1968	9902	9903
43221	m	1947	9904	9905
43222	f	1949	9904	9905
43223	f	1950	9904	9905
43224	m	1955	9904	9905
43225	m	1961	9904	9905
43226	f	1964	9904	9905
43227	m	1933	9906	9907
43228	m	1935	9906	9907
43229	f	1936	9906	9907
43230	m	1941	9908	9907
43231	f	1947	9909	9910
43232	m	1906	1649	1648
43233	f	1928	9911	9912
43234	m	1951	9913	9914
43235	m	1953	9913	9914
43236	f	1954	9913	9914
43237	m	1956	9913	9914
43238	f	1957	9913	9914
43239	m	1959	9913	9914
43240	f	1961	9913	9914
43241	f	1962	9913	9914
43242	f	1963	9913	9914
43243	m	1965	9913	9914
43244	f	1967	9913	9914
43245	f	1968	9913	9914
43246	f	1988	9917	9918
43247	m	1983	9919	9920
43248	f	1985	9919	9920
43249	m	1988	9919	9920
43250	f	1984	9921	9922
43251	f	1987	9921	9922
43252	f	1992	9921	9922
43253	f	1994	9921	9922
43254	f	1994	9923	9924
43255	m	1995	9923	9924
43256	m	1998	9923	9924
43257	m	1991	9925	9926
43258	m	1996	9925	9926
43259	m	1995	9927	9928
43260	m	1999	9927	9928
43261	m	2000	9927	9928
43262	f	1999	9929	9930
43263	f	1992	9931	9932
43264	f	1995	9931	9932
43265	f	1994	9933	9934
43266	f	1997	9933	9934
43267	f	1999	9933	9934
43268	f	1989	9937	9938
43269	f	1992	9937	9938
43270	f	1994	9937	9938
43271	m	1998	9939	9940
43272	m	2000	9941	9942
43273	f	1979	9943	9944
43274	f	1980	9943	9944
43275	f	1982	9943	9944
43276	m	1984	9943	9944
43277	m	1999	9945	9946
43278	f	1947	9947	9948
43279	m	1913	9949	9950
43280	f	1916	9949	9950
43281	m	1921	9949	9950
43282	f	1926	9949	9950
43283	m	1952	9951	9952
43284	f	1956	9951	9952
43285	f	1910	9961	9962
43290	f	1926	9965	9966
43291	f	1928	9965	9966
43292	m	1929	9965	9966
43293	.	1950	9967	9968
43294	.	1952	9967	9968
43295	m	1954	9967	9968
43296	f	1957	9973	9974
43297	m	1968	9973	9974
43299	m	1956	9979	9980
43300	m	1958	9979	9980
43301	f	1962	9979	9980
43302	m	1966	9979	9980
43303	m	1892	9981	9982
43304	f	1894	9981	9982
43305	m	1898	9981	9982
43306	f	1902	9981	9982
43307	m	1904	9981	9982
43308	f	1915	9983	9984
43309	f	1917	9983	9984
43310	f	1919	9983	9984
43311	f	1921	9983	9984
43312	f	1924	9983	9984
43313	f	1928	9983	9984
43314	f	1930	9983	9984
43315	m	1931	9983	9984
43316	m	1933	9983	9984
43317	m	1935	9983	9984
43318	m	1891	9987	9988
43319	m	1900	9987	9988
43320	m	1919	9989	9990
43321	m	1923	9989	9990
43322	m	1904	9991	9992
43323	f	1907	9991	9992
43324	m	1906	9993	9994
43326	f	1911	9993	9994
43327	f	1914	9997	9998
43328	f	1919	9997	9998
43329	f	1926	9997	9998
43330	f	1845	9999	10000
43331	f	1850	9999	10000
43332	m	1855	9999	10000
43333	m	1858	9999	10000
43334	f	1864	9999	10000
43335	f	1864	9999	10000
43336	f	1920	10003	10004
43337	f	1925	10003	10004
43338	m	1918	10005	10006
43339	m	1955	11528	11529
43340	f	1957	11528	11529
43341	f	1962	11528	11529
43342	m	1929	10005	10006
43343	f	1911	10007	10008
43345	f	1929	10013	10014
43346	f	1830	10013	10014
43347	f	1836	10013	10014
43348	m	1840	10013	10014
43349	m	1842	10013	10014
43350	f	1953	10015	10016
43351	f	1914	10017	10018
43352	f	1918	10017	10018
43353	m	1890	10020	10021
43354	f	1892	10020	10021
43355	m	1896	10020	10021
43356	m	1900	10020	10021
43357	m	1868	10022	10023
43358	m	1873	10022	10023
43359	f	1941	11532	11533
43360	f	1943	11532	11533
43361	f	1919	4104	4105
43362	f	1920	4104	4105
43363	m	1922	4104	4105
43364	m	1928	4104	4105
43365	f	1977	10026	10027
43366	m	1939	10032	10033
43367	f	1945	10032	10033
43368	m	1919	10034	10035
43369	f	1924	10034	10035
43370	f	1925	10034	10035
43371	m	1926	10034	10035
43372	m	1915	10276	10277
43373	m	1920	10276	10277
43374	m	1921	10276	10277
43375	m	1920	10278	10279
43376	m	1921	10278	10279
43377	f	1924	10278	10279
43378	f	1926	10278	10279
43379	m	1928	10278	10279
43380	m	1929	10278	10279
43381	m	1929	10282	10283
43382	m	1937	10282	10283
43383	f	1982	10040	10041
43384	m	1883	10040	10041
43385	f	1884	10040	10041
43386	f	1886	10040	10041
43387	m	1888	10040	10041
43388	m	1896	10040	10041
43389	f	1855	11534	11535
43390	m	1861	11534	11535
43391	f	1890	11536	11537
43392	f	1894	11536	11537
43393	f	1895	11536	11537
43394	m	1896	11536	11537
43395	m	1898	11536	11537
43396	m	1899	11536	11537
43397	f	1901	11536	11537
43398	f	1905	11536	11537
43399	m	1915	11538	11539
43400	f	1918	11538	11539
43401	m	1923	11538	11539
43402	m	1892	11540	11541
43403	m	1894	11540	11541
43404	m	1888	11540	11541
43405	m	1890	11540	11541
43406	m	1893	11540	11541
43407	f	1896	11540	11541
43408	f	1898	11540	11541
43409	m	1853	10042	10043
43410	f	1857	10042	10043
43411	f	1859	10042	10043
43412	f	1862	10042	10043
43413	f	1874	10042	10043
43414	f	1889	11542	11543
43416	m	1895	11542	11543
43417	m	1897	11542	11543
43418	m	1899	11542	11543
43419	m	1901	11542	11543
43420	m	1903	11542	11543
43421	m	1906	11542	11543
43422	m	1895	10044	10045
43423	f	1897	10044	10045
43424	m	1900	10044	10045
43425	m	1902	10044	10045
43426	f	1904	10044	10045
43427	m	1909	10044	10045
43428	m	1912	10044	10045
43429	f	1915	10050	10051
43431	m	1909	10054	10055
43432	m	1912	10054	10055
43433	m	1917	10054	10055
43434	m	1919	10054	10055
43435	f	1921	10054	10055
43436	m	1958	10056	10057
43438	m	1914	10066	10067
43439	m	1916	10068	10069
43440	m	1917	10068	10069
43441	m	1924	10068	10069
43442	f	1926	10068	10069
43443	m	1924	10074	10075
43444	m	1926	10074	10075
43445	f	1930	10074	10075
43446	m	1936	10074	10075
43447	f	1937	10074	10075
43448	m	1939	10074	10075
43449	m	1969	10076	10077
43450	m	1916	10086	10087
43451	f	1919	10086	10087
43452	m	1921	10086	10087
43453	f	1922	10086	10087
43454	m	1866	10090	10091
43455	f	1916	1905	1906
43464	f	1904	10100	10101
43465	f	1906	10100	10101
43466	m	1915	10100	10101
43467	f	1930	10121	10122
43468	f	1931	10121	10122
43469	f	1911	10126	10127
43470	f	1912	10126	10127
43471	f	1914	10126	10127
43472	f	1914	10126	10127
43473	m	1918	10126	10127
43474	m	1923	10128	10129
43475	m	1927	10128	10129
43476	f	1887	10133	10134
43477	m	1891	10133	10134
43478	f	1895	10133	10134
43479	f	1900	10133	10134
43480	f	1903	10133	10134
43481	f	1907	10133	10134
43482	m	1909	10133	10134
43483	m	1911	10137	10138
43484	m	1929	10139	10140
43485	f	1932	10139	10140
43487	m	1925	10141	10142
43488	f	1930	10141	10142
43489	m	1858	10143	10145
43490	f	1862	10143	10145
43491	m	1866	10143	10145
43492	f	1868	10143	10145
43493	m	1870	10143	10145
43494	m	1872	10143	10145
43495	f	1880	10143	10144
43496	m	1923	10148	10149
43497	f	1924	10150	10151
43498	m	1926	10150	10151
43499	f	1928	10150	10151
43500	f	1929	10150	10151
43501	f	1932	11552	11553
43503	m	1957	11554	11555
43504	m	1958	11554	11555
43505	m	1963	11556	11557
43506	m	1966	11556	11557
43507	f	1969	11556	11557
43508	m	1974	11556	11557
43509	m	1974	11556	11557
43510	m	1906	10154	10155
43511	f	1912	10154	10155
43512	f	1916	10154	10155
43513	m	1918	10154	10155
43514	m	1925	10154	10155
43515	f	1929	10154	10155
43516	m	1869	10158	10159
43517	m	1871	10158	10159
43518	m	1875	10158	10159
43519	f	1878	10158	10159
43520	m	1886	10158	10159
43521	f	1885	10158	10159
43522	m	1888	10158	10159
43523	f	1946	10162	10163
43524	m	1783	10168	10169
43525	m	1989	10170	10171
43526	m	1991	10170	10171
43527	f	1993	10170	10171
43528	f	1920	10246	10247
43529	m	1918	10246	10247
43530	m	1939	6729	6730
43531	f	1967	11558	11559
43532	f	1969	11558	11559
43533	m	1956	6729	6730
43534	m	2001	10172	10173
43535	f	2003	10172	10173
43536	f	2003	10174	10175
43537	m	1956	10176	10177
43538	m	1958	10176	10177
43539	f	1959	10176	10177
43540	f	1960	10176	10177
43541	f	1926	10178	10179
43542	f	1928	10178	10179
43543	f	1927	10180	10181
43544	m	1929	10180	10181
43545	f	1958	10182	10183
43546	f	1960	10182	10183
43547	f	1962	10182	10183
43548	f	1965	10182	10183
43549	m	1968	10182	10183
43550	m	1969	10182	10183
43551	m	1967	10184	10185
43552	f	1970	10184	10185
43553	f	1973	10184	10185
43554	m	1976	10184	10185
43555	f	1928	10188	10189
43556	f	1940	10188	10189
43557	m	1893	10190	10191
43558	m	1894	10190	10191
43559	m	1924	10860	10861
43560	m	1898	10190	10191
43561	m	1891	10192	10193
43562	f	1898	10192	10193
43563	f	1901	10192	10193
43564	f	1903	10192	10193
43565	f	1909	10192	10193
43566	m	1940	10194	10195
43567	f	1943	10194	10195
43568	f	1942	10196	10197
43569	m	1947	10196	10197
43570	m	1898	10198	10199
43571	m	1884	10204	10205
43572	m	1888	10204	10205
43574	m	1877	10206	10207
43575	f	1885	10206	10207
43576	m	1901	10208	10209
43577	f	1904	10212	10213
43578	f	1906	10212	10213
43579	m	1909	10212	10213
43580	m	1911	10212	10213
43581	f	1915	10212	10213
43582	m	1916	10212	10213
43583	m	1857	10216	10217
43584	m	1868	10216	10217
43585	f	1982	10220	10221
43586	m	1984	10220	10221
43587	f	1916	10226	10227
43588	f	1920	10226	10227
43589	m	1876	985	986
43590	m	1878	985	986
43591	m	1880	985	986
43592	m	1881	985	986
43593	m	1875	979	980
43594	m	1876	979	980
43595	m	1877	979	980
43596	f	1883	979	980
43597	m	1885	979	980
43599	f	1875	979	980
43600	m	1891	979	980
43601	m	1915	10228	10229
43602	f	1918	10228	10229
43603	m	1919	10228	10229
43604	m	1921	10228	10229
43605	f	1923	10228	10229
43606	f	1928	10228	10229
43607	m	1984	10230	10231
43608	m	1986	10230	10231
43609	m	1988	10230	10231
43610	f	1900	10232	10233
43611	f	1907	10232	10233
43612	m	1909	10232	10233
43613	f	1910	10232	10233
43614	f	1913	10232	10233
43615	f	1920	10232	11566
43616	f	1978	10236	10237
43617	m	1901	10238	10239
43618	f	1897	10240	10241
43619	m	1899	10240	10241
43620	m	1889	10244	10245
43621	f	1899	10244	10245
43622	f	1900	10244	10245
43623	f	1903	10244	10245
43624	f	1916	10248	10249
43625	f	1920	10248	10249
43626	f	1922	10248	10249
43628	m	1927	10248	10249
43629	f	1960	10250	10249
43630	f	1962	10250	10249
43631	f	1901	1116	1117
43632	f	1899	1116	1117
43633	f	1890	1116	1117
43634	f	1896	1116	1117
43635	m	1917	10276	10277
43638	m	1885	10254	10255
43639	m	1887	10254	10255
43640	f	1888	10254	10255
43641	f	1890	10254	10255
43642	f	1906	10256	10257
43643	m	1978	10258	10259
43644	f	1969	10270	10271
43645	m	1970	10270	10271
43646	f	1971	10270	10271
43647	f	1907	10272	10273
43648	f	1908	10272	10273
43649	f	1899	10274	10275
43650	f	1902	10274	10275
43651	m	1903	10274	10275
43652	f	1906	10274	10275
43653	f	1908	10274	10275
43654	m	1924	10284	10285
43655	m	1926	10284	10285
43656	m	1927	10284	10285
43657	m	1933	10284	10285
43658	m	1887	10286	10287
43659	m	1789	10290	10750
43660	f	1793	10290	10750
43661	m	1795	10290	10750
43662	m	1797	10290	10750
43663	f	1809	10290	10750
43664	m	1745	10293	10294
43665	m	1963	10299	10300
43666	m	1965	10299	10300
43667	m	1968	10299	10300
43668	m	1971	10299	10300
43669	m	1972	10299	10300
43670	m	1975	10299	10300
43671	m	1972	10301	10302
43672	m	1975	10301	10302
43673	m	1942	10303	10304
43674	m	1942	10303	10304
43675	m	1944	10303	10304
43676	f	1951	10303	10304
43677	m	1954	10303	10304
43678	f	1914	10305	10306
43679	f	1943	10307	10308
43680	m	1946	10307	10308
43681	m	1950	10307	10308
43682	m	1943	10309	10310
43683	f	1944	10309	10310
43684	f	1952	10309	10310
43685	m	1956	10309	10310
43686	m	1960	10309	10310
43687	m	1957	10311	10312
43688	m	1958	10311	10312
43689	m	1961	10311	10312
43690	f	1924	10313	10314
43691	f	1926	10313	10314
43692	f	1923	10315	10316
43693	f	1926	10315	10316
43698	m	1962	10321	10322
43699	m	1962	10321	10322
43700	f	1965	10321	10322
43701	f	1977	10323	10324
43702	f	1974	10325	10326
43703	m	1977	10325	10326
43704	f	1978	10327	10328
43705	f	1980	10329	10330
43706	m	1956	10331	10332
43707	m	1974	10333	10334
43708	f	1976	10333	10334
43709	f	1982	10335	10336
43710	m	1960	10337	10338
43711	f	1962	10337	10338
43712	m	1963	10337	10338
43713	m	1969	10337	10338
43714	f	1957	10339	10340
43715	m	1959	10339	10340
43716	f	1960	10339	10340
43717	m	1961	10339	10340
43718	m	1962	10339	10340
43719	f	1964	10339	10340
43720	m	1965	10339	10340
43721	f	1967	10339	10340
43722	f	1972	10341	10342
43723	m	1974	10341	10342
43724	m	1958	10343	10344
43725	m	1959	10343	10344
43726	f	1960	10343	10344
43727	f	1962	10343	10344
43728	m	1939	10345	10346
43729	f	1940	10345	10346
43730	m	1953	10347	10346
43731	m	1955	10347	10346
43732	m	1960	10347	10346
43733	m	1948	10348	10349
43734	m	1952	10348	10349
43735	m	1954	10348	10349
43736	f	1957	10348	10349
43737	f	1961	10348	10349
43738	m	1966	10348	10349
43739	f	1953	10352	10353
43740	m	1947	10352	10353
43741	m	1950	10352	10353
43742	m	1952	10352	10353
43743	f	1948	10354	10355
43744	m	1949	10354	10355
43745	f	1953	10354	10355
43746	f	1954	10354	10355
43747	m	1961	10354	10355
43748	f	1962	10354	10355
43749	f	1905	10356	10357
43750	m	1906	10356	10357
43751	m	1912	10356	10357
43753	f	1968	10362	10363
43754	f	1973	10362	10363
43755	m	1973	10364	10365
43756	m	1975	10364	10365
43757	f	1980	10364	10365
43758	f	1955	10366	10367
43759	f	1956	10366	10367
43760	f	1958	10366	10367
43761	f	1962	10366	10367
43762	m	1963	10366	10367
43763	f	1955	10368	10369
43764	m	1956	10368	10369
43765	m	1967	10368	10369
43766	f	1958	10370	10371
43767	f	1960	10370	10371
43768	m	1962	10370	10371
43769	f	1964	10370	10371
43770	f	1958	10372	10373
43771	m	1960	10372	10373
43772	f	1977	10372	10373
43773	m	1963	10376	10375
43774	f	1967	10376	10375
43775	m	1974	10376	10377
43776	f	1967	10378	10379
43777	m	1970	10378	10379
43778	m	1971	10380	10381
43779	m	1974	10380	10381
43780	f	1977	10380	10381
43781	m	1975	10382	10383
43782	f	1978	10382	10383
43783	m	1973	10384	10385
43784	m	1975	10384	10385
43785	f	1979	10384	10385
43786	m	1980	10386	10387
43787	m	1973	10388	10389
43788	f	1976	10388	10389
43789	f	1978	10388	10389
43790	f	1979	10388	10389
43791	f	1970	10390	10391
43792	f	1972	10390	10391
43793	m	1974	10390	10391
43794	m	1977	10390	10391
43795	m	1978	10390	10391
43796	f	1978	10392	10393
43797	f	1964	10394	10395
43798	m	1966	10394	10395
43799	m	1968	10394	10395
43800	m	1971	10394	10395
43801	f	1976	10394	10395
43802	f	1965	10396	10397
43803	m	1966	10396	10397
43804	m	1969	10396	10397
43805	f	1971	10396	10397
43806	m	1973	10396	10397
43807	m	1976	10402	10403
43808	f	1994	10408	10409
43809	f	1996	10408	10409
43810	m	1967	10410	10411
43811	f	1961	10414	10415
43813	f	1964	10414	10415
43816	m	1969	10416	10417
43817	m	1973	10416	10417
43819	m	1978	10418	10419
43820	m	1980	10420	10421
43821	m	1977	10424	10425
43822	f	1968	10426	10427
